,Name,Text,Date,Likes
120,"<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>#LegendsofBharatMata<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","Har Har Mahadev
Jai Bhavani Jai Shivaji
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> is a true HinduHridayaSamrat without him and Swarajya efforts we would have been Islamized beyond recognition just like the Middle Eastern civilizations of Mesopotamia (Iraq) and Persia (Iran)
Shata Koti Naman <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""> <a href=""https://t.co/o421ajLg7z"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/Sagar4BJP/status/1097677332221841408"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/Sagar4BJP/status/1097677332221841408""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Sagar4BJP/stat</span><span class=""invisible"">us/1097677332221841408</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",Feb 18,
121,Sanu Tripathi,"Remembering Chhatrapati Shivaji Maharaj on his jayanti...He was a true fighter ,leader and  inspiration to all...we can  learn many things with his life and can move forward... <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/alink2life"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""975623979598622720""><s>@</s><b>alink2life</b></a>",Feb 18,
122,Hemanth Dondolu,"India celebrating <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his Jayanti (<a href=""/hashtag/birthday?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>birthday</b></a>)

A warrior for truth &amp; justice, he is revered as an ideal ruler, devout patriot &amp; is particularly respected by the poor &amp; downtrodden. Jai Shivaji! Hail Shivaji!

<a href=""/hashtag/YSJagan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>YSJagan</b></a> <a href=""/hashtag/Modi4NewIndia?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Modi4NewIndia</b></a> <a href=""/hashtag/ncbn?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ncbn</b></a> <a href=""/hashtag/APNeedsYSJagan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>APNeedsYSJagan</b></a>",Feb 18,
123,"Kailash Wagh <span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Ki Jai ! <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Ki Jai ! <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Ki Jai ! <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> the greatest brave warrior fighter King ever on planet Earth !<a href=""https://t.co/aYu7Xw4EtQ"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/narendramodi/status/1097668291257077761"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/narendramodi/status/1097668291257077761""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/narendramodi/s</span><span class=""invisible"">tatus/1097668291257077761</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",Feb 18,
124,పొందే రాము |पोंदे रामू |PONDE RAMU,"<a href=""/hashtag/BJPShivSenaUnited?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BJPShivSenaUnited</b></a>
We have differences
We have misunderstanding
We have different ways
But 
We have same aim
Akhand Bharat!!(Bala Saheb Thakrey)
On Eve of Shri <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Birth anniversary this alliance <a href=""/hashtag/ShivSena?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivSena</b></a> &amp; <a href=""/hashtag/BJP?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BJP</b></a> makes opposition to scratch head.",Feb 18,
125,Tentaran.com,"Chhatrapati Shivaji Maharaj - The Greatest Warrior in History <a href=""https://t.co/PWtACTAMKq"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://bit.ly/2V6x8Hs"" class=""twitter-timeline-link"" target=""_blank"" title=""http://bit.ly/2V6x8Hs""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2V6x8Hs</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a>

<a href=""/hashtag/ShivaJi?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivaJi</b></a> <a href=""/hashtag/ChhatrapatiShivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ChhatrapatiShivaji</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>  <a href=""/hashtag/Shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivjayanti</b></a> <a href=""/hashtag/Chatrapati?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chatrapati</b></a>  <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>",Feb 17,1
126,Rajesh,"<a href=""/hashtag/ChhatraPatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatraPatiShivajiMaharaj</strong></b></a> is more than sufficient inspiration for <a href=""/hashtag/Hindus?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Hindus</b></a> !!",Feb 17,
127,VikashPreetamSinha,"हिन्दू हृदय सम्राट, छत्रपति शिवाजी महाराज की जयन्ती के अवसर पर उन्हें कोटि-कोटि नमन. शिवाजी की जीवनकथा हमारी तमाम पीढियों के लिए हमेशा प्रेरणादायक रहेगी. 
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> 
<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/aRTqQ8WoCK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/aRTqQ8WoCK</a>",Feb 18,
128,"Kailash Wagh <span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","Today is 389th Birth Anniversary of Great Brave Warrior King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> ! Father of Gurella warfare(GanimiKava), Father of Indian Navy and greatest brave fighter warrior King of Hindavi Swarajya ! <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/2qW1l2kuj9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/2qW1l2kuj9</a>",Feb 18,
129,Kunvarji Bavaliya,"મરાઠા સામ્રાજ્યના સ્થાપક શ્રી છત્રપતિ શિવાજી મહારાજની જન્મ જયંતિ પર કોટી કોટી વંદન. <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/JD34L7Vya7"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/JD34L7Vya7</a>",Feb 18,5
130,Rajendrasinh Chavda,"વીર મરાઠા યોદ્ધા છત્રપતિ શિવાજી મહારાજની જન્મ જયંતિ પર કોટિ કોટિ નમન. <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/j7is6jI3Vq"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/j7is6jI3Vq</a>",Feb 18,1
131,Ashok Sinh,"चरितं शिवराजस्य विजयश्रीविराजितम् ।
वीराद्भुतरसं पुण्यं रामायणमिवापरम् ॥<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post"">

छत्रपति शिवजी महाराज जी की जयंती पर उन्हें सादर नमन।<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post"">
<a href=""/hashtag/Sivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Sivaji</b></a> <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/OZ0VHs4iGF"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/OZ0VHs4iGF</a>",Feb 18,
132,"<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1e7-1f1f4.png')"" title=""Flag of Bolivia"" aria-label=""Emoji: Flag of Bolivia"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇧🇴</span><span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1e7-1f1f4.png')"" title=""Flag of Bolivia"" aria-label=""Emoji: Flag of Bolivia"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇧🇴</span>Bablu Yadav<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1e7-1f1f4.png')"" title=""Flag of Bolivia"" aria-label=""Emoji: Flag of Bolivia"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇧🇴</span><span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1e7-1f1f4.png')"" title=""Flag of Bolivia"" aria-label=""Emoji: Flag of Bolivia"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇧🇴</span>","भारत के महान योद्धा व मुगल शासकों से आजीवन संघर्ष करने वाले <a href=""/hashtag/%E0%A4%9B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AA%E0%A4%A4%E0%A4%BF_%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%9C%E0%A5%80_%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%9C?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>छत्रपति_शिवाजी_महाराज</b></a> जी की जयंती पर उन्हें कोटि-कोटि नमन

<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/NS3fmfIcmu"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NS3fmfIcmu</a>",Feb 18,
133,"<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f451.png')"" title=""Crown"" aria-label=""Emoji: Crown"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">👑</span>महामहिम भीष्म<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f405.png')"" title=""Tiger"" aria-label=""Emoji: Tiger"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🐅</span>","<a href=""/hashtag/NewProfilePic?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>NewProfilePic</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post""> <a href=""https://t.co/xk9NYyNtPm"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/xk9NYyNtPm</a>",Feb 18,
134,Akki_Ghadge,"महाराष्ट्राच्या मातीत आणि या मातीतल्या माणसांच्या मनात आणि आचरणात ज्यांनी स्वाभिमान आणि स्वातंत्र्य पेरलं, अशा छत्रपती शिवाजी महाराजांच्या  जयंती निमित्त त्यांना वंदन व मानाचा मुजरा !! जय भवानी, जय शिवाजी !!<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/26f3.png"" draggable=""false"" alt=""⛳"" title=""Flag in hole"" aria-label=""Emoji: Flag in hole""> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/Zdur5I00fB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Zdur5I00fB</a>",Feb 18,
